Month,Day,Year,Price,totalCirculation,totalTransactionFees,numberOfUniqueBitcoinAddressesUsed,totalOutputVolumeValue,averageNumberOfTransactionsPerBlock
11,21,2011,2.29,7712350,2.50056261,8487,1796249.437,39
11,22,2011,2.35,7719100,3.37516787,8795,3512090.689,42
11,23,2011,2.38,7725650,3.41667059,8805,1556254.492,47
11,24,2011,2.46,7731250,3.49219286,8310,1481015.672,46
11,25,2011,2.56,7737750,3.78509764,9336,676349.7316,43
11,26,2011,2.53125,7744100,3.60336148,8122,2154058.364,36
11,27,2011,2.4965,7749800,2.73332716,8141,1799564.621,40
11,28,2011,2.53899,7756000,3.04363533,9939,3976959.62,36
11,29,2011,2.981,7762950,4.44141507,11164,3011316.727,38
11,30,2011,2.959,7770250,3.29898062,10512,5874122.084,39
12,1,2011,3.14,7779500,4.31536335,11715,3247186.586,44
12,2,2011,3.138,7787350,4.30495028,10589,4672086.59,48
12,3,2011,3.12999,7794850,4.0934545,9426,4034195.819,37
12,4,2011,2.99,7801700,3.5088385,9094,3364466.296,37
12,5,2011,2.93,7809700,3.61583294,10411,2092723.786,36
12,6,2011,3.05,7817650,3.49937086,11341,7369513.047,36
12,7,2011,3.082,7825000,3.99867645,10988,5591453.634,36
12,8,2011,3.1,7832700,3.28631467,9481,4750151.416,42
12,9,2011,3.039,7840250,2.96146207,9524,2578945.791,35
12,10,2011,3.04,7848100,3.02294953,9793,1146907.377,44
12,11,2011,3.38,7855350,90.99811174,8549,908804.1487,42
12,12,2011,3.34237,7862050,305.2021348,8547,780887.0583,33
12,13,2011,3.3,7868500,4.77703305,9008,415686.9301,31
12,14,2011,3.277,7875700,3.6461913,9943,414644.0224,34
12,15,2011,3.1933,7881850,8.39607542,8700,460923.2232,49
12,16,2011,3.23,7888050,2.836012,8365,434633.6244,36
12,17,2011,3.23,7895350,2.72970204,7780,427685.7564,42
12,18,2011,3.25,7902700,3.89415776,7873,310832.2712,37
12,19,2011,3.70036,7910250,3.61261747,8828,456568.6696,35
12,20,2011,4.5,7917000,5.83700461,10966,487765.0914,30
12,21,2011,4.11,7924750,3.99252286,9328,608602.0222,31
12,22,2011,3.99199,7931650,4.15561326,9669,497996.0193,35
12,23,2011,3.95,7939250,3.10079941,9685,293820.1171,33
12,24,2011,3.9499,7945850,2.23895545,7849,278028.5472,35
12,25,2011,4.3897,7954550,2.78505591,8775,316815.8535,39
12,26,2011,4.31259,7963150,3.40552884,9053,383673.9983,33
12,27,2011,4.06,7971100,2.76747331,9312,982261.4209,30
12,28,2011,4.18888,7978600,3.33596172,8289,326037.9592,38
12,29,2011,4.33,7985600,4.0354475,8731,451570.1402,34
12,30,2011,4.3,7992000,3.52080887,8353,337122.4893,36
12,31,2011,4.995,8000050,3.62038935,8668,288894.5291,47
1,1,2012,5.2,8007500,3.22260941,7701,303512.4084,37
1,2,2012,5.4999,8015100,5.2069139,9669,295186.119,34
1,3,2012,5.29,8023200,5.78307056,9207,244250.9376,39
1,4,2012,5.6063,8030900,14.21969541,9255,338482.0051,37
1,5,2012,6.399,8038250,5.55023698,11542,673601.0946,45
1,6,2012,7.22,8046750,6.65531797,11043,622080.9943,47
1,7,2012,7.01556,8055800,4.83857232,9902,393041.1115,41
1,8,2012,7.2,8063850,3.44381947,10516,330587.8228,55
1,9,2012,7.2,8071900,6.16347974,10229,442394.9516,42
1,10,2012,6.89,8079200,4.64067614,11080,375302.0031,45
1,11,2012,7.138,8086800,5.17871126,12031,451444.2657,42
1,12,2012,6.997,8095100,41.82887588,11184,311617.9555,41
1,13,2012,6.85838999,8101300,9.94639858,11096,439298.7146,50
1,14,2012,6.75,8109300,11.73821501,10567,368949.3628,47
1,15,2012,6.98999,8116700,6.7042272,11200,279850.6916,48
1,16,2012,7.18888,8124600,30.6769841,11207,406064.2841,37
1,17,2012,6.98,8132500,23.16297162,11033,398498.285,40
1,18,2012,6.95,8139600,11.20841262,11962,448003.8016,34
1,19,2012,6.3,8146400,7.25502575,10970,359155.5673,50
1,20,2012,6.58,8153300,43.74500914,11045,391788.6849,51
1,21,2012,6.55,8162250,5.32543933,10759,307719.9186,51
1,22,2012,6.39,8168750,3.21846767,8918,303898.4064,47
1,23,2012,6.45485,8177300,4.32893996,10161,287869.4625,39
1,24,2012,6.515,8184050,8.74090361,11338,321695.2799,39
1,25,2012,6.45,8191800,7.51802097,12942,410275.4737,36
1,26,2012,6.2,8198300,7.15324525,11098,443244.8285,40
1,27,2012,5.689,8205250,21.44948903,10852,388447.8812,51
1,28,2012,5.74815,8213000,6.21920755,10498,272882.337,42
1,29,2012,5.76,8221150,221.2835515,10772,328587.8401,43
1,30,2012,5.6,8229450,5.00811954,10175,340079.4805,46
1,31,2012,5.65,8237350,27.76413677,11376,319873.153,48
2,1,2012,5.638,8244100,7.67023534,11855,413291.7832,43
2,2,2012,6.2,8252250,10.52551844,12071,426235.6073,47
2,3,2012,6.148,8260250,7.14420136,12407,365576.375,50
2,4,2012,6,8268450,8.85793127,12959,398931.8412,50
2,5,2012,5.9625,8275250,4.45615015,11232,347978.2079,58
2,6,2012,5.79,8282650,4.48191176,10914,312114.6286,55
2,7,2012,5.70999,8289800,5.50077725,10983,335635.5406,46
2,8,2012,5.8494,8296400,4.40704453,11209,302182.0652,51
2,9,2012,5.8,8303600,5.95689282,11806,275427.6779,71
2,10,2012,5.92525,8310950,7.26552646,12310,300669.729,66
2,11,2012,6,8317850,4.07907004,12079,364050.0796,71
2,12,2012,5.85,8325850,3.47829872,11301,444742.9585,50
2,13,2012,5.72,8333200,4.81346772,12245,336255.7438,38
2,14,2012,5.6,8340000,6.96051344,14695,1272718.19,37
2,15,2012,4.88,8347100,15.26703072,14215,1218761.589,41
2,16,2012,4.73368,8353550,9.73008108,14299,1710441.061,49
2,17,2012,4.76998,8360650,3.53606055,11991,1128149.138,45
2,18,2012,4.49675,8369400,3.79084356,11605,668757.3795,46
2,19,2012,4.33333,8377250,2.44848079,10536,471283.4859,49
2,20,2012,4.52,8384550,3.9273343,10712,398966.3151,39
2,21,2012,4.4354,8390950,3.68499377,11125,361327.0687,38
2,22,2012,4.54,8398800,3.3301254,12333,628104.8527,40
2,23,2012,4.92481,8407200,4.19034459,13080,810128.3647,44
2,24,2012,5.19778,8414450,4.33478143,12673,587906.6797,36
2,25,2012,5.07,8422800,4.26574148,11532,523252.1375,43
2,26,2012,5.00073,8430400,2.61240263,10278,330484.6372,57
2,27,2012,5.1,8438300,4.78372398,11131,362452.7583,47
2,28,2012,5,8445800,5.47527216,11726,386149.3235,46
2,29,2012,4.9,8455100,3.15391449,12087,342453.111,50
3,1,2012,4.98421,8462900,6.63650636,12079,453115.7238,45
3,2,2012,4.98888,8469550,4.45115638,13152,731389.3959,44
3,3,2012,4.77995,8475500,3.04970302,10220,422063.1432,42
3,4,2012,4.9,8482000,3.95643698,11319,630240.9675,39
3,5,2012,5.04,8488600,4.57778698,12425,437601.3154,34
3,6,2012,5.05,8496000,4.77293119,11913,360222.3106,38
3,7,2012,5.07,8503450,4.97452409,11591,403618.0325,33
3,8,2012,5,8511250,4.28583196,12250,413181.3558,44
3,9,2012,4.9499,8519550,3.56641541,11826,605187.4507,51
3,10,2012,4.94,8528200,5.05300613,10915,534069.0333,50
3,11,2012,4.99,8534850,3.07837341,9925,352413.0264,46
3,12,2012,4.95915,8543300,3.51928212,10385,523378.2952,43
3,13,2012,5.41,8550900,10.06316769,12352,668177.8348,36
3,14,2012,5.4444,8557800,5.98762025,12273,460298.9102,42
3,15,2012,5.45,8564250,4.16277495,12046,624033.8155,44
3,16,2012,5.4,8571400,7.96536218,11928,492599.6538,43
3,17,2012,5.3998,8580000,4.23269898,13116,506495.4969,43
3,18,2012,5.37998,8587800,3.01294827,10606,403515.814,48
3,19,2012,5.3099,8595700,4.23856313,11743,358260.2845,37
3,20,2012,4.98,8603100,4.28587033,11698,496018.0404,37
3,21,2012,4.87,8611200,4.19889868,12291,547823.2579,42
3,22,2012,4.88,8619000,3.31425094,12360,640130.2212,42
3,23,2012,4.83,8625500,3.85590401,10829,931256.2746,44
3,24,2012,4.74896,8634100,4.46816675,11385,893589.0336,54
3,25,2012,4.68294,8642450,13.87452827,10821,522493.1744,47
3,26,2012,4.73793,8650050,7.26561565,11226,423096.0241,38
3,27,2012,4.74,8657450,3.94960465,11432,600916.9953,37
3,28,2012,4.84592,8665400,4.67877081,12371,693995.0947,47
3,29,2012,4.86092,8672350,4.69239431,12719,1067404.03,58
3,30,2012,4.83,8679850,4.04466777,12480,1093096.442,53
3,31,2012,4.95,8688000,4.66025176,11040,958244.8474,58
4,1,2012,4.929,8695500,4.34212197,9586,469525.437,56
4,2,2012,5.08,8701850,4.14115894,10766,810177.5886,46
4,3,2012,5.01,8708250,4.62668219,13073,759655.1403,41
4,4,2012,4.97,8715300,3.95271361,12774,751035.768,40
4,5,2012,4.94486,8721250,6.2116662,11946,1026300.846,58
4,6,2012,4.96,8727400,4.94414079,12300,602873.7248,52
4,7,2012,4.98,8734000,3.89581731,11003,407210.8655,61
4,8,2012,4.8,8741300,3.8064745,10863,879113.6781,59
4,9,2012,4.8,8748850,3.83316764,10799,1580081.103,59
4,10,2012,4.9,8756000,4.69114701,13688,1168453.422,62
4,11,2012,4.8941,8763150,6.53992391,13265,1113398.834,58
4,12,2012,4.98,8770050,6.96030524,14415,1625269.808,58
4,13,2012,4.94464,8776350,4.42240979,12853,944297.8376,66
4,14,2012,5.03,8783000,5.88161612,13306,811725.6219,51
4,15,2012,4.98389,8788850,4.03081438,12285,1329795.842,51
4,16,2012,4.98,8795500,4.67124833,13624,1516544.526,52
4,17,2012,5.02207,8802600,7.52707743,14357,1161251.579,45
4,18,2012,5.1782,8808700,5.87363778,13860,1158712.007,46
4,19,2012,5.19,8816500,5.94767942,13885,739373.6324,60
4,20,2012,5.17,8824250,6.07277319,13626,2411391.363,56
4,21,2012,5.48,8831600,6.263791,14018,1486036.532,65
4,22,2012,5.3287,8839050,5.15564775,11561,1150690.449,56
4,23,2012,5.21799,8846450,4.34820541,12471,774046.0598,45
4,24,2012,5.2,8852600,5.43974157,12541,800438.0474,48
4,25,2012,5.16,8859500,5.27822828,13879,748268.5992,53
4,26,2012,5.18,8867200,13.33086106,14567,2031001.035,56
4,27,2012,5.1372,8873500,6.9636861,12887,1334928.651,60
4,28,2012,5.1176,8881300,5.3321923,12306,1042504.462,73
4,29,2012,5.0184,8889600,5.79655728,12863,970611.9482,92
4,30,2012,5,8898050,4.96371671,14525,1191280.939,87
5,1,2012,5,8907000,6.49137637,15610,995623.201,72
5,2,2012,5.1789,8914700,6.68304753,14824,1093624.152,95
5,3,2012,5.184,8923000,8.49677544,17151,1118696.164,92
5,4,2012,5.15,8930750,10.52965254,17877,1168190.544,115
5,5,2012,5.1495,8938550,9.92443083,16679,1089067.706,88
5,6,2012,5.099,8947150,8.47898308,15598,942031.3411,115
5,7,2012,5.0947,8955700,10.57768272,19235,1360550.692,160
5,8,2012,5.1,8965000,12.78385726,19674,4235212.547,106
5,9,2012,5.09609,8973200,14.96129097,20332,2567050.111,195
5,10,2012,5.125,8980400,9.90617607,17330,1264003.508,158
5,11,2012,5.03188,8986550,10.00517341,17977,1126846.07,175
5,12,2012,5,8993400,12.89572253,21047,3086157.901,126
5,13,2012,4.99888,9000000,10.1650517,16837,2235581.966,151
5,14,2012,5.036,9007150,28.27673306,26853,2062283.748,261
5,15,2012,5.09,9013700,19.59848847,22051,2979362.456,234
5,16,2012,5.08998,9019300,13.98413588,20909,3967466.929,220
5,17,2012,5.1345,9025200,10.10983418,17048,3303219.434,216
5,18,2012,5.13,9032400,15.75663471,20911,2258449.065,221
5,19,2012,5.14291,9039700,33.30233593,28460,1338498.238,192
5,20,2012,5.15,9046800,22.03784271,25560,1038377.366,250
5,21,2012,5.1475,9053400,18.00690588,23727,3722513.265,177
5,22,2012,5.12,9059250,14.48193745,22830,4585990.256,135
5,23,2012,5.16,9065300,16.09408162,23849,2395544.217,235
5,24,2012,5.2324,9072050,20.59204355,22814,1187257.425,229
5,25,2012,5.15,9077850,19.10534085,24436,1416401.316,214
5,26,2012,5.149,9084600,16.87447099,21295,5219577.842,143
5,27,2012,5.148,9092800,15.29363421,19795,2082024.364,163
5,28,2012,5.16,9099700,20.21974674,24424,2433082.741,119
5,29,2012,5.15889,9106500,18.96538173,26445,3153174.673,168
5,30,2012,5.1725,9112500,16.86572549,23184,1873294.866,297
5,31,2012,5.19,9119800,13.60278435,21952,4812129.309,333
6,1,2012,5.27,9127350,15.68116299,23238,3223156.245,108
6,2,2012,5.279,9135150,9.96264787,18762,2387134.36,242
6,3,2012,5.26466,9143050,15.02353311,22565,1609492.547,182
6,4,2012,5.2785,9150600,28.12443169,32189,3521172.509,188
6,5,2012,5.5,9157400,29.98382458,34449,5317556.456,231
6,6,2012,5.47,9165850,13.28754541,20500,2751676.412,229
6,7,2012,5.529,9172150,20.49586485,26044,4158245.014,148
6,8,2012,5.66,9179550,16.81802928,23625,6042248.698,321
6,9,2012,5.69999,9187900,22.52987299,24654,1867311.942,390
6,10,2012,5.62,9196400,24.41006786,26535,1644528.245,361
6,11,2012,5.54545,9204100,20.67463329,27456,4066159.985,308
6,12,2012,5.7,9211100,12.59682379,18916,2787261.324,247
6,13,2012,5.96,9219200,35.1762952,35054,1760143.067,248
6,14,2012,5.95,9226500,35.89565212,37395,5229504.533,209
6,15,2012,6.165,9234450,35.61308945,39031,3656680.349,246
6,16,2012,6.599,9242450,30.02680517,34580,4351600.724,217
6,17,2012,6.52999,9250600,24.4001962,30521,1159009.953,181
6,18,2012,6.4668,9258450,26.16138093,31363,2575358.106,133
6,19,2012,6.53294,9267550,26.94018882,30103,2217216.37,156
6,20,2012,6.64999,9274350,21.58001528,25912,1737453.295,169
6,21,2012,6.8,9280450,26.27883814,22814,1186755.333,219
6,22,2012,6.79962,9287500,29.83422135,23645,1584455.898,189
6,23,2012,6.65062,9295600,15.19853598,22670,3282570.077,202
6,24,2012,6.5915,9302600,16.06404355,21800,2180761.314,159
6,25,2012,6.44999,9310250,14.82897323,25287,1843260.419,166
6,26,2012,6.4514,9317650,19.65510869,30371,1782749.753,136
6,27,2012,6.55555,9325750,17.42605631,29665,1327378.717,156
6,28,2012,6.66897,9332500,16.85485099,27355,3571435.206,158
6,29,2012,6.662,9339500,11.58999775,25246,2843499.263,138
6,30,2012,6.693,9346600,14.1692415,27258,1659773.182,160
7,1,2012,6.694,9353500,10.02531446,23260,1287322.111,143
7,2,2012,6.75,9361550,13.30033059,30158,1167866.969,153
7,3,2012,6.765,9368800,17.70742136,26804,1227878.767,140
7,4,2012,6.55,9376750,12.04784878,24790,2384064.436,153
7,5,2012,6.77,9383600,13.38649042,22083,1819963.939,221
7,6,2012,6.73449,9391250,12.41769967,22262,1621179.083,220
7,7,2012,6.75,9399750,45.39267827,26033,4379832.144,175
7,8,2012,6.87,9407450,12.394001,22403,623122.9494,145
7,9,2012,6.896,9415700,15.91462354,24678,1893125.877,170
7,10,2012,7.239,9423250,22.70876035,30219,2373200.403,173
7,11,2012,7.257,9430100,17.78720701,27370,1249365.534,206
7,12,2012,7.32,9437650,16.10499023,27972,1310703.542,196
7,13,2012,7.9,9445700,12.71610684,24266,2448766.95,203
7,14,2012,7.68891,9453150,16.39495791,24426,2369172.76,217
7,15,2012,7.64877,9460600,16.82730601,24339,1672124.099,254
7,16,2012,8.2899,9468000,21.32899927,28370,1695175.106,250
7,17,2012,9.49,9476850,20.25827138,33380,2666970.477,215
7,18,2012,9.39899,9484400,25.25477096,27537,1740583.536,239
7,19,2012,9.27491,9491550,20.39232492,28008,1295478.216,185
7,20,2012,9.23355,9498500,30.14867241,28822,1421994.546,189
7,21,2012,9.7,9506000,28.9098919,31248,2234606.509,172
7,22,2012,9,9512950,15.35397674,28132,2017199.616,157
7,23,2012,9.2,9520450,23.16193893,35299,1883207.373,195
7,24,2012,8.96,9528500,17.55491401,29817,2038593.744,226
7,25,2012,8.76998,9536200,15.29289555,26521,1181372.189,206
7,26,2012,8.9,9545100,18.68667012,25872,1759046.67,271
7,27,2012,8.95,9553500,15.17561226,25871,2542177.227,242
7,28,2012,8.93,9562000,20.70498525,31154,1721419.873,210
7,29,2012,8.889,9569250,17.74577763,26862,1270281.866,169
7,30,2012,9.15,9578500,21.59461114,30168,948209.3546,187
7,31,2012,9.44,9585150,19.84360187,37314,2129740.04,220
8,1,2012,9.54,9592200,20.21423246,38959,2785336.89,255
8,2,2012,9.8,9599900,19.86616974,32741,1964547.298,192
8,3,2012,11.1188,9608550,17.9249095,29197,1674221.833,228
8,4,2012,11.3,9616050,24.23379789,28179,1149479.488,208
8,5,2012,11.1869,9623300,24.52949124,28698,2028384.346,166
8,6,2012,11.29112,9630350,22.199207,33954,1875108.811,189
8,7,2012,11.04,9637800,20.92753532,32197,1940221.755,199
8,8,2012,11.14999,9646300,52.18018387,35918,1765841.135,324
8,9,2012,12,9654250,18.36985252,34940,1601461.745,230
8,10,2012,11.6,9662450,45.85604941,29288,1174688.424,286
8,11,2012,11.59788,9670350,17.37179137,27985,1920172.472,319
8,12,2012,11.765,9678800,17.49173695,30165,1621721.944,285
8,13,2012,11.86999,9686450,25.04966154,41509,1784521.536,261
8,14,2012,12.17887,9694600,21.93973905,34362,1715320.342,221
8,15,2012,12.67,9703150,28.12433709,36444,1863928.721,191
8,16,2012,13.84119,9710850,32.70348326,47362,1664499.548,223
8,17,2012,15.4,9718000,30.58990923,45775,2729697.58,272
8,18,2012,15.26014,9725400,20.76717614,41427,2627510.82,192
8,19,2012,12,9733300,18.95507601,32820,3349445.756,198
8,20,2012,10.5,9742750,28.01583883,34086,9622289.3,270
8,21,2012,10.29999,9751800,23.26574408,40498,6768934.301,173
8,22,2012,10.26,9759250,24.5640378,39189,5845207.913,210
8,23,2012,10.25,9767500,21.53412752,34809,8073544.018,205
8,24,2012,10.25,9775300,18.81258311,34511,7957035.361,203
8,25,2012,10.25,9781850,21.92109799,33067,9640536.112,198
8,26,2012,10.61913,9790650,22.34564361,28168,3147442.026,290
8,27,2012,12.14999,9798100,29.03414368,30516,3271317.782,257
8,28,2012,11.3807,9805600,23.62564327,32138,8618370.671,204
8,29,2012,11.20999,9813900,24.54703076,32378,12858493.64,228
8,30,2012,10.937,9821800,27.34385576,26377,13468328.55,288
8,31,2012,10.8359,9828950,32.39425452,37505,6726903.675,230
9,1,2012,10.42,9837100,28.87869838,39715,11028471.47,237
9,2,2012,10.18999,9844750,31.86619313,28708,6853914.887,188
9,3,2012,10.5,9853750,36.95385361,29237,4085171.785,245
9,4,2012,10.5934,9860150,30.59917481,31358,6181981.318,196
9,5,2012,10.57888,9869150,25.18379882,33850,8813231.517,222
9,6,2012,11.17,9878450,28.46114685,38202,16235603.51,239
9,7,2012,11.29,9887050,18.75177954,31911,20505513.35,215
9,8,2012,11.21,9894050,23.92353501,30088,11470487.22,192
9,9,2012,11.14288,9901700,20.56845317,33631,4639990.618,216
9,10,2012,11.127,9908900,22.3581976,28826,12681255.04,212
9,11,2012,11.19401,9916800,29.23196182,36043,23357681.84,182
9,12,2012,11.3789,9923850,23.00668134,29944,7673581.175,144
9,13,2012,11.399,9931100,20.11991821,27663,24861234.92,187
9,14,2012,11.75,9939200,21.40527069,30426,18210399.12,224
9,15,2012,11.799,9946350,16.00925068,26871,9750031.706,230
9,16,2012,11.99,9953850,14.37584654,24913,11469649.95,183
9,17,2012,11.9625,9962650,14.49014511,26956,13502363.62,138
9,18,2012,12.09,9971000,19.83549726,31239,12215553.7,162
9,19,2012,12.61,9978150,22.47986657,32351,26708894.67,200
9,20,2012,12.68666,9985500,20.6905111,41220,19151623.13,159
9,21,2012,12.57001,9993650,29.49860957,29455,8815674.084,222
9,22,2012,12.4433,10002250,15.707411,22976,33955701.47,211
9,23,2012,12.2749,10009700,15.21996842,22048,10006137.7,182
9,24,2012,12.29888,10017500,27.32303762,26499,8220431.728,157
9,25,2012,12.22909,10024950,17.18850981,31768,2934062.341,139
9,26,2012,12.28,10032100,18.39848429,37569,1747872.327,160
9,27,2012,12.46,10039250,17.75388518,32067,1377324.528,209
9,28,2012,12.444,10047450,57.9866703,35047,2301007.674,233
9,29,2012,12.49,10055850,14.87112626,29803,1426952.879,220
9,30,2012,12.47499,10063450,12.37119439,25781,1701101.393,253
10,1,2012,12.481,10070850,15.05241324,29541,1327585.717,251
10,2,2012,12.88,10077650,25.53766212,35169,2197482.526,231
10,3,2012,12.8999,10084550,23.89542547,35365,1393561.63,231
10,4,2012,13.0899,10091250,129.0727315,35434,1201539.476,247
10,5,2012,12.99,10098050,27.33750416,34539,2283634.905,216
10,6,2012,12.89999,10105150,23.63559135,34398,2108275.873,217
10,7,2012,12.7369,10112000,23.24799372,30653,1712849.004,160
10,8,2012,12.08,10120300,29.1855467,37625,1904907.84,255
10,9,2012,12.35,10127550,24.92948098,37794,1455360.202,195
10,10,2012,12.15,10135000,22.58048511,37830,1037860.322,189
10,11,2012,12.19,10141900,25.1547753,32004,1036064.965,220
10,12,2012,12.15,10149450,18.97829142,32832,2408018.727,232
10,13,2012,12.137,10156750,24.55671427,33228,2263100.715,183
10,14,2012,12,10163650,16.36760937,30494,2175251.887,179
10,15,2012,12.03,10171500,19.19003194,32370,932927.1697,200
10,16,2012,11.99,10179100,25.96467158,31951,2153088.566,251
10,17,2012,11.99,10186150,66.89339529,33554,3128474.951,214
10,18,2012,11.95998,10193900,18.16174438,34489,3397667.679,292
10,19,2012,11.967,10201850,17.28631948,32236,3198174.88,215
10,20,2012,11.85,10208750,16.59501444,31187,2628427.1,203
10,21,2012,11.7965,10216650,22.27543359,31535,2417572.502,140
10,22,2012,11.81,10224950,23.10204087,29410,2035350.583,98
10,23,2012,12,10231800,24.37162899,33577,2554099.321,102
10,24,2012,11.82,10239600,22.20707536,33269,2318810.487,121
10,25,2012,11.71,10246500,18.26830049,27911,1546384.98,200
10,26,2012,11.09988,10254550,16.80943206,29737,929136.8506,205
10,27,2012,10.83883,10263450,13.76313528,22726,1634453.613,188
10,28,2012,10.61,10271900,12.84233689,21318,1123144.916,189
10,29,2012,10.95,10279800,15.0975509,21429,1050571.592,176
10,30,2012,10.85,10287250,23.28136658,26964,1502588.044,141
10,31,2012,11.14,10294200,23.11370123,26412,6152986.359,210
11,1,2012,11.279,10300950,22.03532797,23811,2890562.393,206
11,2,2012,11.20999,10308200,25.18210027,26334,959473.781,238
11,3,2012,10.60097,10315350,20.58374693,26548,1583479.705,215
11,4,2012,10.68,10323350,18.07275203,22368,1878369.613,185
11,5,2012,10.9,10331000,25.83596115,27968,2691305.941,166
11,6,2012,10.88997,10337800,22.98457161,28560,1785267.506,179
11,7,2012,11.21603,10345650,29.35341825,34011,2038626.866,174
11,8,2012,11.0979,10353750,27.51470818,30564,1465964.211,182
11,9,2012,11.07,10361000,20.56769981,28883,995659.2847,202
11,10,2012,10.95899,10369000,21.42115168,24961,481900.2784,277
11,11,2012,10.939,10375600,17.92127199,21483,375713.6753,264
11,12,2012,11.18,10382650,18.20735207,26835,545937.8387,243
11,13,2012,11.129,10389450,18.42871936,23713,496141.068,208
11,14,2012,11.05,10396650,22.71522209,27765,1253459.552,285
11,15,2012,11.114,10403450,29.56062276,34437,2726951.542,236
11,16,2012,11.8,10410500,32.35921036,33886,3104026.869,267
11,17,2012,11.8,10417550,27.92768269,45125,3247990.843,224
11,18,2012,11.832,10425500,25.4443562,32677,2130380.056,217
11,19,2012,11.79998,10431650,27.02349917,34545,1448137.128,180
11,20,2012,11.84,10439600,28.15159803,34632,1593483.956,246
11,21,2012,11.784,10447300,32.87941782,34618,1068059.971,218
11,22,2012,12.28,10454650,23.86825165,32823,1217516.937,194
11,23,2012,12.43,10461900,23.99715144,26731,1267259.82,216
11,24,2012,12.4108,10470000,22.73202401,27215,1143992.612,236
11,25,2012,12.6,10477050,27.71888794,27411,895674.0111,219
11,26,2012,12.6515,10485000,27.27039836,28774,1074930.33,235
11,27,2012,12.52999,10492600,79.95789105,31418,1282833.442,136
11,28,2012,12.40712,10500525,44.72614721,33542,1892894.257,149
11,29,2012,12.599,10504650,30.9318334,32816,1387531.545,252
11,30,2012,12.65,10507875,21.88004872,27705,871782.2662,276
12,1,2012,12.68778,10511875,29.99228087,29164,606808.3905,260
12,2,2012,12.68,10515650,15.02822634,21186,631736.5815,265
12,3,2012,12.67901,10519400,18.85263816,23333,1922115.722,235
12,4,2012,12.96675,10522175,24.16998401,26758,2186081.698,252
12,5,2012,13.5,10525175,26.6733515,32849,2965970.432,270
12,6,2012,13.6888,10528750,31.05820845,29988,3060984.558,250
12,7,2012,13.68,10531850,25.9703386,29236,2560250.21,273
12,8,2012,13.55,10535225,25.06019442,29214,1004848.061,296
12,9,2012,13.53,10538475,24.43926299,29112,874186.4771,398
12,10,2012,13.55,10542025,32.60099193,26865,1504578.161,284
12,11,2012,13.63999,10545650,30.6428106,28917,1564854.133,295
12,12,2012,13.63999,10548875,27.61405036,30888,3267489.012,324
12,13,2012,13.79989,10552275,42.77546793,33996,3435404.336,369
12,14,2012,13.90119,10554875,32.88696018,33491,3494315.456,342
12,15,2012,13.7722,10557825,26.426188,27511,1776620.592,334
12,16,2012,13.66548,10560700,27.40011287,28933,1672238.068,336
12,17,2012,13.498,10563850,32.24930878,32044,1899292.231,361
12,18,2012,13.399,10567000,37.08634431,38406,2370518.372,284
12,19,2012,13.399,10570575,39.25169662,36002,1257458.531,292
12,20,2012,13.72,10573275,30.62284069,30200,940555.609,224
12,21,2012,13.6475,10576300,35.57252966,32608,1599689.198,248
12,22,2012,13.58998,10579900,39.98089285,43693,1513456.938,267
12,23,2012,13.48547,10583350,32.40114679,32573,924770.427,269
12,24,2012,13.45,10586525,30.76535974,29026,1001040.022,292
12,25,2012,13.45,10589600,21.56338759,25045,719758.5757,273
12,26,2012,13.3989,10593200,29.20703966,24110,507380.1259,203
12,27,2012,13.47,10597225,35.43010858,27812,824369.1215,174
12,28,2012,13.6499,10601625,38.51894572,31561,1042278.614,249
12,29,2012,13.67,10604975,30.58246185,30563,1082114.463,258
12,30,2012,13.56998,10608975,35.09140165,35482,763956.5505,354
12,31,2012,13.59,10613175,26.99566664,29019,1167821.549,261
1,1,2013,13.561,10617275,23.37476946,26713,1526842.034,243
1,2,2013,13.4,10621175,29.18198114,33739,1942580.394,244
1,3,2013,13.464,10625175,35.68268787,38262,1638132.312,245
1,4,2013,13.48986,10628700,42.89840546,37428,2368655.154,323
1,5,2013,13.548,10632425,30.06402764,41926,2270235.331,352
1,6,2013,13.52999,10635975,37.02643176,33185,1053569.599,451
1,7,2013,13.535,10640150,34.80264212,39233,1302255.4,393
1,8,2013,13.83,10643750,29.80098536,36996,2088660.789,383
1,9,2013,13.87998,10647100,33.87855401,40935,1849614.702,284
1,10,2013,14.32,10650750,152.1727259,43702,1391896.029,359
1,11,2013,14.29999,10653775,44.13601946,48496,1436539.471,424
1,12,2013,14.34999,10656750,38.36175715,37486,1014169.554,390
1,13,2013,14.3148,10659800,35.86482633,40823,936443.1611,407
1,14,2013,14.3,10663650,35.47591933,32734,868829.0745,400
1,15,2013,14.47899,10666825,34.17528217,46112,1895510.479,315
1,16,2013,14.689,10669900,40.03464889,45312,2368253.173,283
1,17,2013,15.39,10672975,36.8345206,42042,1902268.458,314
1,18,2013,15.985,10676100,39.75901296,44445,1579630.056,360
1,19,2013,15.84304,10679625,63.02193154,38673,1747204.614,314
1,20,2013,15.89,10682925,33.70685415,34725,1163691.83,331
1,21,2013,16.98,10686575,30.62610484,32882,1125356.295,356
1,22,2013,17.59,10689775,29.87214152,37266,1388005.275,351
1,23,2013,17.5889,10693125,45.66376477,36782,2199431.045,353
1,24,2013,19.18999,10696825,42.78012497,39004,1697409.199,330
