Month,Day,Year,Price,totalCirculation,totalTransactionFees,numberOfUniqueBitcoinAddressesUsed,totalOutputVolumeValue,averageNumberOfTransactionsPerBlock
1,25,2013,18.8348,10700300,40.13334087,39799,1850305.298,315
1,26,2013,17.61926,10704050,48.09323725,40491,1390765.768,242
1,27,2013,17.99999,10707850,47.75957992,40004,1225546.146,370
1,28,2013,18.45,10711550,42.66449033,42353,1664814.38,365
1,29,2013,19.8,10715600,50.78193782,41643,2197913.609,340
1,30,2013,19.7,10719225,39.13531897,36938,2223436.633,326
1,31,2013,21.43,10723975,42.31036818,34477,2389465.516,310
2,1,2013,21.3,10727800,49.20923656,47420,1815712.841,290
2,2,2013,21.1,10731825,54.79985834,45504,1401641.502,393
2,3,2013,20.68,10735950,72.35764756,41758,1430890.763,433
2,4,2013,21.05,10740350,47.3593669,41685,1808986.763,373
2,5,2013,20.79,10744650,42.90852642,48193,2019250.363,349
2,6,2013,21.3339,10748500,33.47964254,42634,1924319.453,370
2,7,2013,22.15,10752200,45.37600821,44112,1741181.152,411
2,8,2013,22.15,10756000,53.57266767,46037,2048030.687,365
2,9,2013,23.69997,10759400,41.81383069,39368,1876122.146,328
2,10,2013,23.61458,10763500,43.83953143,45554,1492597.605,326
2,11,2013,24.1955,10767475,49.32792778,41240,1371392.959,270
2,12,2013,25.76997,10771050,48.61700477,41227,1271739.572,270
2,13,2013,26.09999,10774975,51.50697092,40152,1270390.863,287
2,14,2013,26.53092,10779075,49.49477446,39268,1284821.739,334
2,15,2013,26.99898,10783475,53.36447438,39955,1569728.285,333
2,16,2013,27.07009,10788200,53.91976276,37901,1236901.977,299
2,17,2013,25.6083,10792850,49.1021201,36500,1025415.926,365
2,18,2013,26.81565,10796875,39.08462929,36918,1349064.956,366
2,19,2013,28.78999,10801025,50.51556581,39259,1309651.245,352
2,20,2013,29.81231,10805350,48.65658234,39597,1297382.488,334
2,21,2013,29.80012,10810275,47.39446,42228,1107815.609,400
2,22,2013,30.901,10814300,56.97276299,43549,1477965.614,310
2,23,2013,29.27998,10818350,49.74906996,41330,1352726.486,356
2,24,2013,30.29777,10822450,46.36386186,41919,1587736.628,416
2,25,2013,30.25001,10827325,64.694706,43083,1901371.972,404
2,26,2013,31.179,10831200,54.54951162,45961,1573298.696,326
2,27,2013,31.40181,10836275,52.05842396,44197,1642449.476,367
2,28,2013,33.50001,10840550,61.69368024,43778,1331847.075,373
3,1,2013,34.87799,10844500,71.21074427,51127,1621906.509,410
3,2,2013,34.1808,10848250,54.50251001,40918,1676548.779,410
3,3,2013,34.10007,10852050,41.44089193,34273,1033499.41,443
3,4,2013,36.35,10856425,53.43016694,40375,938719.5904,280
3,5,2013,40.04,10860175,51.15126817,45553,1851112.582,385
3,6,2013,47.5,10864225,60.59100527,52412,2208007.593,363
3,7,2013,42.49271,10868025,158.5014992,51281,1653013.754,376
3,8,2013,42.98,10871675,55.6880887,48391,1504043.042,364
3,9,2013,46.01112,10875925,39.84122112,41355,874958.3781,318
3,10,2013,46.5,10880550,64.60075075,45331,1273495.259,353
3,11,2013,47.7397,10885200,56.8499929,42498,1090979.462,246
3,12,2013,45.01771,10888150,50.36590821,39137,1280750.739,168
3,13,2013,46.79999,10892000,63.01622716,54264,1598992.55,220
3,14,2013,47.27589,10896625,55.59309207,47557,1278859.217,247
3,15,2013,47.25005,10900875,62.68231527,51067,4072067.006,227
3,16,2013,47.11,10905275,37.94693049,42592,3481094.35,241
3,17,2013,47.4419,10910350,31.01708237,41008,990629.7085,267
3,18,2013,47.65,10914825,36.37341092,42920,1640629.404,276
3,19,2013,57.76,10919750,53.53768945,52355,3904974.877,229
3,20,2013,63.40967,10924425,34.14708481,49153,1907336.63,375
3,21,2013,73.8,10930000,46.79446898,51230,1692764.318,302
3,22,2013,71.5,10935625,64.6326007,58318,1872881.849,412
3,23,2013,63,10940875,62.01260975,50716,1496233.098,319
3,24,2013,70.1,10946300,38.61417031,57950,1082056.08,363
3,25,2013,73.88798,10949700,47.36378797,51092,1428160.792,360
3,26,2013,78,10953600,43.96831871,56598,1381606.593,283
3,27,2013,88.9,10956750,58.81127579,56615,3055075.436,240
3,28,2013,93.56701,10961225,45.41463054,65540,1882944.373,344
3,29,2013,89.05,10965775,76.29513174,69638,1552824.38,366
3,30,2013,90.99999,10969925,45.94568999,60390,1765378.993,431
3,31,2013,92.50001,10973850,54.29219339,49192,1559233.902,389
4,1,2013,102.51001,10979300,53.03664377,55367,1340646.518,340
4,2,2013,108.73,10983675,57.61575904,70819,2511772.575,363
4,3,2013,138.79,10988125,72.7152671,85804,2426363.037,375
4,4,2013,131.99899,10992125,79.62487035,86046,2285305.003,365
4,5,2013,143.8,10995725,52.66033205,82343,2277775.258,374
4,6,2013,142.49765,10999925,42.12188594,68732,1383020.598,412
4,7,2013,160.0997,11003975,50.70171294,74149,1094580.441,349
4,8,2013,184,11008200,48.65175566,93700,1371481.27,348
4,9,2013,237.99,11012400,43.21464562,85063,1918801.683,327
4,10,2013,198,11017000,69.92445334,102016,2294955.683,345
4,11,2013,123.40098,11021100,62.23017998,100830,2929384.84,359
4,12,2013,76.488,11025425,55.21363942,87352,2005155.974,336
4,13,2013,109.49999,11029400,44.43812922,72076,1511454.667,322
4,14,2013,91,11033475,50.74181733,57080,812695.5551,462
4,15,2013,91,11037475,76.63350621,80731,871408.5325,331
4,16,2013,91,11042050,47.7076591,79311,1795688.63,259
4,17,2013,85.59999,11046225,54.86451829,84698,1364790.98,288
4,18,2013,96.5,11050300,75.99131193,72737,6165997.457,360
4,19,2013,119.62,11053425,52.32051628,87326,2035030.29,388
4,20,2013,123.86,11057050,47.63908441,61190,1073892.028,384
4,21,2013,125,11061400,33.70386177,59238,1013491.404,328
4,22,2013,123.515,11065450,45.88692146,77777,1532386.051,303
4,23,2013,136.08099,11069425,42.08181801,72900,1578962.347,245
4,24,2013,153.20019,11073800,79.62969215,85420,2091426.705,276
4,25,2013,151.12001,11077775,50.77780195,73729,1745107.969,327
4,26,2013,135.601,11082075,50.84713758,74621,1223971.538,357
4,27,2013,128.00001,11086050,42.57794746,62711,893994.839,397
4,28,2013,135.98999,11090225,32.57042361,107554,617354.608,379
4,29,2013,141.50002,11094750,35.83009291,73687,897729.2019,313
4,30,2013,139.109,11098475,54.59361391,60887,1785923.389,320
5,1,2013,124.2998,11102000,35.90344815,61672,1233492.059,314
5,2,2013,105.00003,11105600,55.0843293,67744,1127675.268,336
5,3,2013,93.15,11109275,49.20782248,70210,912306.8131,290
5,4,2013,111.98979,11113125,42.74796187,56115,552714.5574,399
5,5,2013,117.89001,11116975,38.14591919,55974,613475.0625,406
5,6,2013,120.94999,11121050,50.99940307,64381,794309.0957,402
5,7,2013,106.81,11125450,45.04501941,89457,1023330.961,389
5,8,2013,113.95001,11129525,49.35342081,95352,806731.7211,345
5,9,2013,109.56154,11133675,68.44017033,70728,693721.2551,430
5,10,2013,117.68,11137850,60.18777245,72244,914238.4024,451
5,11,2013,115.4,11142225,63.69813949,67240,706784.9444,417
5,12,2013,114.32,11146675,59.03344042,61435,613817.4568,378
5,13,2013,117.50298,11151175,60.08625448,65440,995953.3697,353
5,14,2013,119,11154850,54.66430818,68323,778189.9723,305
5,15,2013,114.98499,11158525,49.64959569,70212,825250.5735,362
5,16,2013,115.09024,11162150,57.87351884,67246,708868.2776,366
5,17,2013,124.49,11166175,88.4985171,64560,751659.7357,325
5,18,2013,123.74995,11169850,39.44980994,55716,890106.5198,340
5,19,2013,121.05628,11173700,42.20084266,51111,465511.5729,340
5,20,2013,122.65001,11177150,49.07464086,56966,469681.0902,324
5,21,2013,122.5,11180875,42.99289632,63976,669674.3383,247
5,22,2013,122.64,11185025,55.07809707,65369,761102.6179,304
5,23,2013,125.67,11189050,53.41115964,65171,669637.3555,340
5,24,2013,131.5,11193100,41.98819177,67558,733232.7609,326
5,25,2013,132.69,11197400,55.98522589,60147,865063.3614,338
5,26,2013,134.04701,11201425,30.67004412,52307,391310.1538,309
5,27,2013,132.60997,11205725,47.80327835,59395,504337.0191,264
5,28,2013,128.321,11209775,54.56592486,56871,790756.3914,250
5,29,2013,129.97994,11213975,51.94317506,66689,771923.0077,249
5,30,2013,130.99589,11218200,46.71194711,63212,630011.5889,286
5,31,2013,127.34072,11222850,48.95769767,62386,738730.7191,272
6,1,2013,129.19945,11227800,39.3619438,59033,499558.6325,314
6,2,2013,120.60293,11232900,44.65643906,50677,437429.0798,337
6,3,2013,120.00002,11238125,49.50440017,58321,643729.2547,285
6,4,2013,120.56663,11243375,64.89014237,63518,730847.3374,276
6,5,2013,122.4051,11248425,60.62469501,67477,674394.7271,235
6,6,2013,120.68998,11252875,43.37307063,60098,762431.2924,290
6,7,2013,110.29501,11256900,40.4846895,60504,716027.7695,232
6,8,2013,107.8,11261100,45.68561726,51054,428601.4053,224
6,9,2013,98.47045,11265275,36.50155661,45062,642064.6291,279
6,10,2013,104.96851,11269775,34.19488951,48672,491518.5508,235
6,11,2013,108,11274175,47.23966648,57169,569521.5477,214
6,12,2013,108.16201,11279175,43.47723521,52722,600093.8836,281
6,13,2013,109,11284000,38.93851606,53645,533607.002,322
6,14,2013,100,11288300,38.16991619,60855,741296.8417,375
6,15,2013,101.96998,11292700,37.25196643,52008,509157.7248,338
6,16,2013,100,11297375,29.0746919,37955,458689.5912,306
6,17,2013,100.52521,11301225,35.05299427,45693,557268.8023,247
6,18,2013,107.38999,11304875,36.99237474,48967,600799.7376,230
6,19,2013,107.835,11308000,36.13715542,55778,639946.2426,286
6,20,2013,111.97,11311650,62.60148592,54530,664640.9822,308
6,21,2013,111,11315975,55.51629176,58295,808002.2303,241
6,22,2013,109.09,11320275,45.58428107,49708,453784.5126,281
6,23,2013,107.68389,11324675,40.63780671,41462,363194.7181,287
6,24,2013,101.96936,11328250,37.82404209,48326,519400.8813,242
6,25,2013,103.86665,11331950,36.22112769,50770,729778.8644,201
6,26,2013,104.40565,11336675,38.21914872,54518,647186.4106,222
6,27,2013,102.79001,11340825,33.13590698,51936,595242.991,275
6,28,2013,96.63498,11345025,47.29444705,53524,582637.0046,202
6,29,2013,95.85301,11349050,25.79585074,55499,599896.3873,203
6,30,2013,96.5,11353150,19.88041027,41271,421917.863,205
7,1,2013,90.998,11356975,31.95531521,49206,702652.2629,196
7,2,2013,89.55,11360900,37.0769864,56769,858590.7197,154
7,3,2013,82.8,11365275,29.49682754,53642,744097.3616,198
7,4,2013,79.8,11369525,21.101607,53347,887100.5764,207
7,5,2013,67.85844,11373950,33.41026781,47699,964524.8385,230
7,6,2013,69.34602,11378650,31.75035904,46957,845854.8106,213
7,7,2013,70.942,11383325,17.31315056,37506,670229.7275,303
7,8,2013,77.64,11387975,31.43815723,47647,684014.0953,266
7,9,2013,76.32791,11393000,35.161138,54846,1087300.053,209
7,10,2013,78.58899,11397275,26.25884419,55835,1218489.976,214
7,11,2013,87.15,11402075,33.81696437,56988,956221.1025,236
7,12,2013,97.8,11406200,32.05021445,69663,1134412.888,234
7,13,2013,95.995,11409975,25.13594621,57072,881201.1587,239
7,14,2013,94.75,11414050,31.82965821,38740,694343.8011,224
7,15,2013,98.37516,11418325,23.34949228,46589,605676.6457,179
7,16,2013,97.01,11422425,34.01475967,53761,906868.4965,189
7,17,2013,97.97,11426650,33.40695216,54355,1104177.144,206
7,18,2013,90.40001,11430950,27.59409047,54308,965209.8211,273
7,19,2013,93.41082,11435175,33.02637011,48100,872196.4371,259
7,20,2013,91.8775,11439850,21.48857703,44457,567387.9245,308
7,21,2013,88.93999,11444725,26.49400011,43487,505908.0666,232
7,22,2013,91.788,11449225,21.9931243,46082,866111.1725,218
7,23,2013,95.396,11452850,31.91271509,54206,1029842.148,187
7,24,2013,93.6216,11456700,32.92301081,54521,844442.5248,266
7,25,2013,96.2,11460125,34.86795346,51978,777831.8929,216
7,26,2013,96.39475,11464575,22.80421394,55955,869402.177,260
7,27,2013,95.20461,11468700,30.69502419,42750,533718.3363,247
7,28,2013,99.00001,11473125,19.93133624,37554,475543.7868,279
7,29,2013,101.04202,11477275,30.87144133,54397,801401.4989,274
7,30,2013,101.89998,11481900,37.36421201,55581,881026.5731,260
7,31,2013,104.95555,11486875,45.52101435,69550,1031238.996,249
8,1,2013,104.19,11491500,31.49185887,82370,1103374.378,276
8,2,2013,105.5,11496250,41.01530553,84776,906937.4879,325
8,3,2013,103.80001,11500725,28.01755065,53305,738992.0737,282
8,4,2013,104.67459,11505000,32.74170112,46413,501888.0517,255
8,5,2013,106.4,11509800,27.05473128,57924,795629.1254,261
8,6,2013,106.88378,11514525,40.53861293,61468,749616.2656,191
8,7,2013,105.6,11518925,30.18051369,64048,805001.5609,200
8,8,2013,101.9,11523975,49.6207779,61019,785257.1086,278
8,9,2013,102.3,11529175,45.849913,57904,640799.0042,327
8,10,2013,102.61802,11534150,29.35579481,52564,517153.9425,353
8,11,2013,103.85001,11539500,33.93550069,43679,432494.3896,397
8,12,2013,104.99498,11545225,24.14323112,70581,731015.4422,316
8,13,2013,107.29884,11550025,29.55608972,75208,1196357.334,269
8,14,2013,100.03,11553875,43.02378882,60659,1405350.267,392
8,15,2013,98.28,11558050,64.02507935,66433,923708.5749,367
8,16,2013,98.51,11562350,45.60521477,69457,1099833.809,307
8,17,2013,98.39,11567025,29.42751688,58546,983013.8618,301
8,18,2013,99.02,11571950,44.92668611,42791,831928.9473,278
8,19,2013,102.07,11576400,37.81465044,65506,1086202.696,274
8,20,2013,104.59,11580925,45.78527809,69460,955506.834,315
8,21,2013,109.75,11586075,34.14204628,70761,1186924.102,328
8,22,2013,111.01,11591275,37.04061907,70737,890014.5175,354
8,23,2013,107.48,11596650,35.02624015,68764,828835.1012,381
8,24,2013,108.79,11601300,28.06437009,54649,622248.642,310
8,25,2013,112.9,11604875,30.74091178,48105,565019.3883,312
8,26,2013,111.8,11608950,27.45229801,57471,642473.9372,244
8,27,2013,117.52,11613250,51.94695338,71151,895651.7835,205
8,28,2013,119.25,11617425,243.5203389,72494,817469.6983,214
8,29,2013,119.48,11622375,44.63568124,67844,2687667.893,272
8,30,2013,124.79,11627225,43.30645342,72629,727229.9762,293
8,31,2013,132.75,11632600,32.35235089,82290,753757.5476,369
9,1,2013,130.82,11638150,25.28747187,49046,1064159.23,333
9,2,2013,131.03,11644025,46.83183395,52118,748660.7934,332
9,3,2013,130.45,11648650,30.91428847,54757,894041.0108,311
9,4,2013,126.74,11653000,24.59734787,58274,895742.7851,284
9,5,2013,124.51,11657075,34.00943099,63542,858463.1279,287
9,6,2013,122.44,11661825,33.00862693,57620,838119.7477,246
9,7,2013,120.15,11665900,27.40258306,56635,667774.7839,245
9,8,2013,118.51,11669625,22.51021597,43712,409117.8523,230
9,9,2013,121.66,11674450,30.43641891,53474,527143.1761,218
9,10,2013,123.39,11679100,28.07548626,55161,1092297.075,255
9,11,2013,124.1,11684125,23.61451906,58672,806718.3184,298
9,12,2013,128.45,11689325,24.96850657,65300,663689.9503,374
9,13,2013,128.29,11694575,26.42562521,59829,734589.3105,426
9,14,2013,124.32,11699975,21.9094985,48712,606148.1933,302
9,15,2013,125.46,11704550,24.16845305,42924,410950.2141,305
9,16,2013,126.02,11708775,29.82849822,52304,585717.368,284
9,17,2013,127.56,11713200,90.93785999,61057,672793.4335,255
9,18,2013,127.23,11716975,303.0384485,65538,788617.1299,272
9,19,2013,124.1,11721850,111.427816,66398,785082.7042,316
9,20,2013,123.98,11726675,35.98775791,65306,793416.423,271
9,21,2013,123.5,11731350,26.17798718,58758,522574.7648,317
9,22,2013,122.78,11736500,27.4817632,53993,458740.4706,286
9,23,2013,123.02,11742025,36.37139814,62037,783517.9985,261
9,24,2013,122.59,11747050,31.74116641,65845,1095771.974,248
9,25,2013,124.18,11752400,30.8215087,66539,842440.8585,256
9,26,2013,123.85,11756675,28.01795022,63157,717166.1371,282
9,27,2013,125.6,11761075,82.75466408,66494,718883.7734,349
9,28,2013,126.5,11765350,27.84186309,60434,592862.7568,296
9,29,2013,128.1,11769550,19.75447388,54587,560375.1583,307
9,30,2013,125.8,11773650,26.00052268,61734,691501.3174,226
10,1,2013,127.11,11778550,36.02532288,69975,1039752.258,221
10,2,2013,104.47,11782875,35.39513493,77571,1095329.729,282
10,3,2013,116.95,11788075,40.37392697,72720,1108953.948,274
10,4,2013,122,11792525,33.53991469,64698,829560.5917,256
10,5,2013,121.51,11797800,26.70745176,55710,550816.6317,296
10,6,2013,121.6,11802850,21.98375278,48783,410691.0149,307
10,7,2013,123.6,11806675,32.99949234,58652,595294.0665,252
10,8,2013,123.84,11810575,16.18054086,60475,707716.7127,223
10,9,2013,126.08,11815150,25.13904198,69133,862761.0195,216
10,10,2013,126.43,11820025,29.73024401,65216,824938.1381,231
10,11,2013,126.84,11824450,28.46158064,67974,870771.6175,237
10,12,2013,127.53,11829375,32.21519984,58649,715254.4658,252
10,13,2013,129.74,11835100,31.15736732,57180,637885.7799,349
10,14,2013,135.69,11841550,24.76312632,74721,963077.955,249
10,15,2013,139.24,11847750,46.86833704,70171,822209.7656,230
10,16,2013,141.83,11853225,36.84323895,74562,1024516.321,289
10,17,2013,143.33,11857700,39.50246713,68607,912009.3743,260
10,18,2013,150.59,11862025,45.53965756,69519,880504.6042,258
10,19,2013,165.05,11867500,35.8234771,75457,1066912.825,302
10,20,2013,165.71,11872900,27.8955071,64030,691056.4816,249
10,21,2013,177.07,11877925,36.82997401,73341,979061.3851,248
10,22,2013,191.78,11884150,41.67292026,89356,1235490.634,250
10,23,2013,199.95,11889425,36.67520171,87179,1096234.374,271
10,24,2013,195.78,11894650,49.26787775,88605,1068753.626,326
10,25,2013,172.81,11900650,46.75449972,82770,2883479.398,244
10,26,2013,179.71,11905625,53.66366945,67249,702233.6587,270
10,27,2013,189.06,11910050,44.03445576,54418,505512.469,254
10,28,2013,196.25,11914525,43.74981757,63786,613494.0734,189
10,29,2013,202.09,11918450,26.14906747,70275,1671663.71,182
10,30,2013,203.39,11923350,38.08800627,77520,712930.2264,210
10,31,2013,201.61,11928575,30.03529546,77578,695676.6571,300
11,1,2013,203.24,11933325,35.40296681,72946,686117.5332,339
11,2,2013,204.15,11938750,23.87084674,69196,686361.0603,380
11,3,2013,206.85,11943650,24.97396102,63309,538328.0159,450
11,4,2013,225.1,11948650,67.37958812,77104,793106.5572,407
11,5,2013,246.63,11952900,47.14006645,93462,1218397.71,340
11,6,2013,258.23,11956950,118.3737812,101631,945894.5919,279
11,7,2013,292.32,11960800,117.8109883,104142,1071612.897,309
11,8,2013,325.56,11964125,108.1932055,107930,1144910.921,335
11,9,2013,359.76,11967675,86.29385375,108461,1024303.739,415
11,10,2013,296.91,11971875,52.48680278,97886,771057.0323,380
11,11,2013,339.38,11976750,62.00580352,86543,723078.1589,263
11,12,2013,353.95,11981475,20.0940219,95747,1022112.687,248
11,13,2013,391.64,11986175,24.28778395,100090,1201973.744,446
11,14,2013,416.5,11990400,23.93546077,113020,1263986.952,602
11,15,2013,428.24,11994475,18.56994291,97415,2139315.185,478
11,16,2013,433.53,11999375,15.43971301,97096,1922099.308,479
11,17,2013,463,12004200,15.1031091,86411,1032920.081,461
11,18,2013,583.16,12008300,25.27467522,130894,1868810.008,463
11,19,2013,559.99,12012175,32.54373365,170367,2532380.22,348
11,20,2013,595,12016250,25.18151883,141505,1605499.29,399
11,21,2013,694.95,12019950,26.57492613,124584,2028461.556,488
11,22,2013,761,12024100,23.61058302,140082,2680025.273,549
11,23,2013,837.99,12028150,21.86122464,134532,1528167.612,560
11,24,2013,833.16,12032450,17.57820997,103353,1415956.724,488
11,25,2013,814,12036950,19.27979672,117870,1453068.816,505
11,26,2013,844.9,12041050,24.05961565,145494,3518557.604,344
11,27,2013,961,12045200,28.13438242,164541,3576079.926,455
11,28,2013,1009,12049750,32.98440093,180643,3492155.695,411
11,29,2013,1083.9,12054375,25.92092417,160752,2819146.404,450
11,30,2013,1119.96,12058375,22.01670436,150747,1908515.759,497
12,1,2013,970,12063250,17.71816338,125448,1459358.22,337
12,2,2013,992.27,12067325,19.64441022,144106,1408867.796,391
12,3,2013,1060,12072075,21.85614673,149257,1224061.223,274
12,4,2013,1151,12076500,21.13728202,150637,1393612.33,293
12,5,2013,1028.34,12080775,21.98836499,164289,1464895.121,337
12,6,2013,894,12086050,18.58752694,140744,1218717.233,432
12,7,2013,727.29,12090850,20.50910369,143645,2246474.26,359
12,8,2013,722.99,12095325,32.37259238,95996,1409374.732,360
12,9,2013,871,12100200,12.81918828,127647,1241954.374,279
12,10,2013,936.98,12105225,19.97697104,128388,883234.4513,291
12,11,2013,886.2,12109175,17.69299634,129666,1116560.57,326
12,12,2013,845.75,12113325,14.89978988,113825,800870.1968,363
12,13,2013,874,12117475,14.94454362,120982,1015077.8,388
12,14,2013,864.7,12122475,13.21918752,113263,685149.2235,318
12,15,2013,848.17,12126925,11.2711577,103782,479877.2723,343
12,16,2013,709,12131750,14.01108799,137337,1464660.948,362
12,17,2013,702.05,12136675,16.22399978,139023,2043815.893,310
12,18,2013,576.16,12141925,18.50617393,153222,2028260.308,327
12,19,2013,653,12147325,15.81127156,134257,1314311.995,342
12,20,2013,660,12152375,16.24572703,125004,1090953.043,331
12,21,2013,612.5,12156450,14.69955031,110306,1054795.099,271
12,22,2013,637,12160600,11.14297494,98559,754702.3536,315
12,23,2013,639.9,12164575,11.43633559,105307,801056.1802,291
12,24,2013,647.27,12168725,12.64534115,135360,752936.8719,326
12,25,2013,658.07,12173025,12.45799785,120437,1097540.476,291
12,26,2013,734.42,12177500,11.77737607,97504,553891.0205,309
12,27,2013,715.51,12181875,13.52135419,115404,566821.5729,207
12,28,2013,701.61,12185975,11.80259669,95474,714279.8895,331
12,29,2013,714.79,12189725,11.46103748,93084,744045.3184,391
12,30,2013,739.1,12194575,14.91471734,130692,811163.1271,364
12,31,2013,731,12198800,11.43245003,108166,640497.3879,309
1,1,2014,746.9,12203800,9.18372917,83356,525007.9021,381
1,2,2014,758.01,12207450,12.12566192,103246,590706.9477,332
1,3,2014,806.21,12211525,14.56454873,125864,963612.8783,319
1,4,2014,822.38,12215225,12.68023544,103502,609284.4477,322
1,5,2014,896,12219725,13.24221702,106688,847976.263,280
1,6,2014,934.21,12224150,29.71047036,152700,881121.2085,272
1,7,2014,867.38,12228825,15.37383323,121152,866610.1909,259
1,8,2014,825.29,12233750,14.28866784,129583,1089862.958,269
1,9,2014,809.17,12238275,12.95045939,114730,594481.5504,360
1,10,2014,827.46,12243325,12.83831463,112691,613242.7165,353
1,11,2014,891.85,12248500,12.47216717,110670,438326.0669,287
1,12,2014,851,12253250,11.56181557,98958,383751.2285,381
1,13,2014,807.83,12258325,12.27931661,110334,506489.6974,326
1,14,2014,820.75,12262175,12.63627999,133541,646592.8078,267
1,15,2014,847.7,12266450,19.48537647,115087,717169.6476,321
1,16,2014,830.9,12271450,13.32827534,110024,599816.1888,415
1,17,2014,793,12275275,14.93833901,113632,464566.5207,349
1,18,2014,801.53,12279350,12.86943728,95634,358330.7701,356
1,19,2014,833,12283950,12.06898253,94782,509881.8718,346
1,20,2014,831.72,12288525,13.5138866,144276,802067.7525,357
1,21,2014,822.56,12292825,16.50972485,136930,615535.6446,322
1,22,2014,813.05,12297575,13.93433582,131062,494014.6155,377
1,23,2014,813.02,12302025,16.03678895,127975,550964.5397,395
1,24,2014,789.1,12306925,16.99280777,127984,693140.3092,391
1,25,2014,806,12310800,12.38973921,108098,534461.2894,380
1,26,2014,826.77,12314800,11.32315585,107203,349814.5246,336
1,27,2014,777,12318825,12.91506741,145032,789929.9136,288
1,28,2014,800.2,12322975,13.82708352,135152,752428.6624,283
1,29,2014,803.6,12326925,13.74047422,124466,482434.9297,303
1,30,2014,799.37,12330925,13.37773716,129214,545337.9441,389
1,31,2014,802.5,12335525,14.04752687,132531,455912.5665,397
2,1,2014,815.99,12340450,12.87806484,123558,447692.9537,417
2,2,2014,819.57,12344900,9.97459141,112877,455281.8124,435
2,3,2014,813.8,12349750,12.40954994,152868,528609.7398,366
2,4,2014,809.05,12353975,13.62165633,140332,678275.4604,392
2,5,2014,800,12358250,13.8823951,139743,653404.2301,441
2,6,2014,778,12362425,14.96859202,142991,853640.946,376
2,7,2014,742.78,12366550,15.60584661,143818,848509.676,376
2,8,2014,707,12370925,12.34375821,131014,602439.9845,371
2,9,2014,710,12374700,11.06004141,112334,549603.5616,401
2,10,2014,665,12378525,13.307136,155591,640746.2296,356
2,11,2014,670,12382700,11.97222271,121449,760757.1299,294
2,12,2014,667.01,12386875,15.9470347,121999,655177.7497,344
2,13,2014,633.99,12391375,14.00026739,130490,601867.4333,409
2,14,2014,672.1,12396150,17.1625273,148377,788230.0691,347
2,15,2014,651.42,12400650,13.74692375,127810,963549.3909,419
2,16,2014,623.5,12405475,11.12655289,110198,535099.1189,437
2,17,2014,642,12409625,12.38282042,114626,646105.5141,363
2,18,2014,626.77,12413800,24.33053354,163002,505763.6542,322
2,19,2014,623.93,12418575,13.63818549,142987,457454.0409,376
2,20,2014,582.7,12422850,14.92340459,159962,494954.9415,494
2,21,2014,566.16,12427050,14.69796906,165370,614005.6789,395
2,22,2014,603.98,12431150,12.56877924,132542,376956.4448,392
2,23,2014,626.77,12435700,11.78154841,142019,403304.4548,381
2,24,2014,545,12440250,13.98013914,167219,753715.2434,428
2,25,2014,528,12444500,18.46032012,208180,1064788.543,396
2,26,2014,585.38,12449025,14.8421543,166920,686983.7246,511
2,27,2014,585.17,12453575,13.92144316,164199,621739.9374,618
2,28,2014,577.97,12458275,15.28626504,145830,601985.1191,460
3,1,2014,571.5,12461975,14.89760883,151446,782306.5754,442
3,2,2014,559.88,12465700,11.10023303,139563,539949.015,416
3,3,2014,666.5,12469250,14.75881128,187106,972398.6137,405
3,4,2014,677.61,12472725,18.22862564,201394,1100369.102,373
3,5,2014,664.85,12476750,14.70329167,180104,695394.8994,404
3,6,2014,657.02,12480800,14.8778672,171560,672160.8058,452
3,7,2014,621.3,12484975,13.19699401,154757,2335941.884,452
3,8,2014,609,12489350,12.98291657,154394,1754719.956,445
3,9,2014,637.99,12493450,12.0606882,155361,626975.0602,494
3,10,2014,621.99,12497575,14.43470377,164890,1634554.232,376
3,11,2014,622.9,12501775,15.4523833,152037,1148465.115,371
3,12,2014,642.1,12505975,17.27911595,165460,1002730.268,364
3,13,2014,642.61,12510200,14.85979519,165883,814550.5878,399
3,14,2014,636.47,12513675,14.00794115,139218,689820.9571,434
3,15,2014,636.29,12518050,11.78133769,128219,506583.7197,431
3,16,2014,634.94,12522000,10.38601922,121995,462623.861,408
3,17,2014,624.7,12526450,14.51477994,140722,517959.6362,392
3,18,2014,627,12530075,10.60617286,140518,2075230.608,277
3,19,2014,608.41,12533950,12.4119528,130586,1602006.393,338
3,20,2014,590,12538125,13.68047528,141026,775632.1723,480
3,21,2014,579.99,12542650,15.05458024,155285,619998.7982,442
3,22,2014,557,12547050,14.60447433,137388,458635.5372,424
3,23,2014,567.13,12552175,14.39001698,131768,313956.4034,377
3,24,2014,572,12557150,12.36959646,155589,638123.3755,321
3,25,2014,580.02,12560925,14.41318613,145432,585139.6922,371
3,26,2014,585.7,12564875,15.58162914,146464,501214.9332,375
3,27,2014,520.2,12569050,13.74833968,158999,756564.7961,361
3,28,2014,503,12573625,12.76760033,163425,806230.2488,360
3,29,2014,499.94,12577900,9.91116708,126941,509121.7399,323
3,30,2014,449.02,12581625,10.75046791,150155,551880.315,326
3,31,2014,457,12585825,11.95022358,137342,729762.0537,333
4,1,2014,479.51,12590300,12.54864889,157020,703152.6027,334
4,2,2014,445,12594925,13.09056906,152718,712975.9813,426
4,3,2014,446.31,12600125,13.42152449,137224,842061.8031,449
4,4,2014,446.01,12605150,13.60614942,144468,663996.4141,443
